Epoch,Loss,TrainingError,TestingError,PhatBar_1,PhatBar_2,PhatBar_3,PhatBar_4,PhatBar_5,S,S_1,S_2,S_3,S_4,S_5
0,103.17163,0.0,0.25599998,0.6949356,0.5620249,0.8054053,0.66788185,0.62112606,482,91,99,96,97,99
1,103.1715,0.0,0.25599998,0.69493526,0.5620249,0.80540514,0.66788185,0.621126,482,91,99,96,97,99
2,103.171364,0.0,0.25599998,0.69493496,0.5620249,0.80540514,0.6678818,0.62112594,482,91,99,96,97,99
3,103.17122,0.0,0.25599998,0.69493467,0.5620249,0.80540496,0.6678816,0.62112594,482,91,99,96,97,99
4,103.17107,0.0,0.25599998,0.6949344,0.5620249,0.80540496,0.6678816,0.62112594,482,91,99,96,97,99
5,103.170944,0.0,0.25599998,0.69493407,0.5620249,0.80540484,0.6678814,0.6211259,482,91,99,96,97,99
6,103.170815,0.0,0.25599998,0.6949338,0.56202495,0.80540484,0.6678814,0.6211258,482,91,99,96,97,99
7,103.17068,0.0,0.25599998,0.6949335,0.56202495,0.8054047,0.66788137,0.62112576,482,91,99,96,97,99
8,103.17054,0.0,0.25599998,0.6949332,0.5620249,0.80540466,0.6678813,0.62112576,482,91,99,96,97,99
9,103.1704,0.0,0.25800002,0.69493276,0.56202495,0.80540466,0.6678812,0.6211257,482,91,99,96,97,99
10,103.17028,0.0,0.25800002,0.6949325,0.56202495,0.8054045,0.66788113,0.6211257,482,91,99,96,97,99
11,103.17015,0.0,0.25800002,0.69493216,0.56202495,0.8054045,0.66788095,0.62112564,482,91,99,96,97,99
12,103.17001,0.0,0.25800002,0.6949319,0.56202495,0.80540437,0.66788095,0.62112564,482,91,99,96,97,99
13,103.169876,0.0,0.25800002,0.69493157,0.56202495,0.80540425,0.66788095,0.6211255,482,91,99,96,97,99
14,103.16973,0.0,0.26,0.69493127,0.56202495,0.8054042,0.66788083,0.6211255,482,91,99,96,97,99
15,103.1696,0.0,0.26,0.694931,0.56202507,0.8054042,0.6678807,0.62112546,482,91,99,96,97,99
16,103.16945,0.0,0.26,0.6949307,0.562025,0.8054041,0.66788065,0.6211254,482,91,99,96,97,99
17,103.16933,0.0,0.26,0.6949303,0.56202507,0.805404,0.6678805,0.6211254,482,91,99,96,97,99
18,103.169174,0.0,0.26,0.69493,0.56202507,0.8054039,0.6678805,0.62112534,482,91,99,96,97,99
19,103.16904,0.0,0.26,0.6949297,0.56202507,0.8054039,0.6678804,0.62112534,482,91,99,96,97,99
20,103.1689,0.0,0.26,0.6949294,0.56202507,0.8054037,0.66788036,0.6211253,482,91,99,96,97,99
21,103.16877,0.0,0.26,0.6949291,0.56202507,0.8054037,0.66788024,0.6211253,482,91,99,96,97,99
22,103.16863,0.0,0.26,0.6949288,0.5620251,0.80540365,0.6678802,0.6211252,482,91,99,96,97,99
23,103.16849,0.0,0.26,0.6949284,0.5620251,0.80540353,0.6678801,0.6211252,482,91,99,96,97,99
24,103.16835,0.0,0.26,0.69492817,0.5620251,0.8054034,0.6678801,0.6211251,482,91,99,96,97,99
25,103.16821,0.0,0.26,0.69492775,0.56202507,0.8054034,0.66787994,0.6211251,482,91,99,96,97,99
26,103.16808,0.0,0.26,0.6949275,0.5620252,0.8054033,0.66787994,0.6211251,482,91,99,96,97,99
27,103.167946,0.0,0.26,0.69492716,0.5620252,0.80540323,0.6678798,0.62112504,482,91,99,96,97,99
28,103.16781,0.0,0.26,0.69492686,0.5620251,0.80540323,0.6678797,0.621125,482,91,99,96,97,99
29,103.16768,0.0,0.26,0.69492656,0.5620252,0.8054032,0.66787964,0.621125,482,91,99,96,97,99
30,103.16754,0.0,0.26,0.69492626,0.5620252,0.805403,0.66787964,0.6211249,482,91,99,96,97,99
31,103.167404,0.0,0.26,0.69492596,0.5620252,0.805403,0.66787946,0.62112486,482,91,99,96,97,99
32,103.16728,0.0,0.26,0.6949256,0.5620252,0.80540293,0.6678794,0.62112486,482,91,99,96,97,99
33,103.16713,0.0,0.26,0.6949253,0.5620252,0.8054028,0.66787934,0.6211248,482,91,99,96,97,99
34,103.16699,0.0,0.26,0.694925,0.5620252,0.80540276,0.6678792,0.62112474,482,91,99,96,97,99
35,103.16687,0.0,0.26,0.69492465,0.5620253,0.80540276,0.6678792,0.62112474,482,91,99,96,97,99
36,103.16672,0.0,0.26,0.6949243,0.5620253,0.8054026,0.6678791,0.6211247,482,91,99,96,97,99
37,103.16657,0.0,0.26,0.694924,0.5620253,0.8054026,0.6678791,0.6211246,482,91,99,96,97,99
38,103.16643,0.0,0.26,0.6949237,0.5620253,0.80540246,0.667879,0.6211246,482,91,99,96,97,99
